method;sudoku;visited;time;solve_calls;infeasible_count;feasible_values_calls
random_rev;1--9-7--6--7---8-------8-2-----69-----3--------2---693-2-416-3-7-----4--6-5-----9;932;3,4264100000000326;454;0;478
random_rev;1-3-7----6-------7-4---1------6---957-8-5---2--93------2-----5481-5---3--7----1--;146;1,044419000000289;61;0;85
random_rev;-6-81---9-8--72----7----12-6-----9-----7--3---------4552--6-----1---3-5-9------36;1050;4,058251999999811;513;0;537
random_rev;--3---2-9--4--76-3-8----4--1-8-3--2-------------5--3--9-13-8--5-7---6-4-----14---;168;0,6838830000001508;72;0;96
random_rev;8-1------3--7-8--5----9--------52--11-----2---7-63---995----437--------67-6-2----;450;3,3103009999999813;213;0;237
random_rev;---1---6-6-547-2--------5-9--2-5-84--5---2-------1-3---18-6--9253---------4------;5286;19,75770599999987;2631;0;2655
random_rev;214--5--8-----2-7--69-----5-2----7-954------2----6-351-5-1-------3----------7-2--;1110;4,25688799999989;543;0;567
random_rev;---5-----6--2---95----1-46--13--968---46-35------27-------6--2-849--------------9;630;2,4654629999999997;303;0;327
random_rev;5---9---------56-26--42------1-3--4---81-2----37-----5-8-6-----7----1--33-27-----;280;1,1679430000003777;128;0;152
random_rev;4-----3--63--5-1-7-----12-9--8----245---7--13-1----------9---3-76-2-4--------8---;52;1,4140449999999873;14;0;38
random_rev;-5--2-4768-----59--94-----------623----43----------9-1-157--84------------7--9-6-;862;3,494854999999916;419;0;443
random_rev;---4-----2-8---6799--8----33-57---9------6-----124-----3-1---6--2---9-8-----7-2--;1756;6,601912999999968;866;0;890
random_rev;2-5---------8-9-3-3---64----4----2---97---14----1-39----------8-7839----9-----7-5;26;0,31694100000004255;1;0;25
random_rev;9-----7-4-8--2------6--3----25--68-9---5--2-747-------7-1-3---5------1------42--3;842;3,318408999999974;409;0;433
random_rev;-4--958--9--18------3----1--26-----4-5-8---97---2---5-6-4---1--3---4--------3-9--;444;8,04314099999965;210;0;234
random_rev;---1-48---63-7---1---3-6-------4-67------2-59--5-6-----49---3---8------737-5-----;446;1,738792999999987;211;0;235
random_rev;---8--4-62---5-913---7----8--2------9-3--1-2--87-3-------5-98----5-4----62-------;700;2,6897670000003018;338;0;362
random_rev;-8-5-6-7-9------18-3--1-4----6----9-2-9--5----51-89------7-35------4--8----9-----;822;3,016994000000068;399;0;423
random_rev;--239-6--3---4---5457-62-----5-----------8-3671---------3---1-82--7-4-----------9;474;1,9313390000002073;225;0;249
random_rev;---9--3--93-64----------1--261--8--4---5---72----2-----4----9-5---7------8-1934--;1412;6,048851000000013;694;0;718
random_rev;--1--87------7--4--2--61--5-------826927------15---6---7--9-------8-4-6-13-------;3278;12,072826000000077;1627;0;1651
random_rev;--39-----97------5------4----4--51---39-24-7-5-6-78-------3---2----5-78---7-----3;338;6,728070000000116;157;0;181
random_rev;-5----1-4--------58-7---23--12--5-8---5-4-9--3--7-----1-62--------9----7-3-56----;856;3,25086999999985;416;0;440
random_rev;---74-9----3--61---94--------2---3--751-----2------61--2---95--4---8---1--7----94;4432;16,658436000000165;2204;0;2228
random_rev;-9----4----1-3-2-85----4-7-6------8------61-9--4-----2-389----7---2----6-2-----94;1038;3,850770999999895;507;0;531
random_rev;--5-----2-98--5-7-----173--------2-6----86-4--16----9-6---58---------4---24-3--5-;370;1,4067039999999906;173;0;197
random_rev;---853---7----21-3---7----8-------1-652--1--949-3------3-96-----26-7-4-----------;884;3,2118860000000495;430;0;454
random_rev;---4----3-6------------9---2--1--4-5-3-----87---9-8--27------2---876-----9453-1-8;3766;14,017522999999983;1871;0;1895
random_rev;-26----1--8---5-9---------7-4253---1--7--4-5---3--9-6-----6-248--17--9-----------;272;1,0401609999998982;124;0;148
random_rev;-----4----5---2-9---1-5-8---1------4--9----28----193---42--6-7---32--4--6--7----3;3268;12,330797999999959;1622;0;1646
random_rev;7-3--9--1-------38--83-19-5----7---43--52---9-------8---6-4--5--9---612----------;450;1,628465000000233;213;0;237
random_rev;----56-2----2---7--------895---4------9187---681-----37--9-5--8-6---4---24-------;1100;4,732739000000038;538;0;562
random_rev;-------6---12-----4-8------5-9-----887---92-----38-5------7---5---9-684----821--7;30;3,5143110000003617;3;0;27
random_rev;----925----14--8---94-8--6----35-78-----7-----85------47----3-2--3-4-------1--9--;846;3,1117809999996098;411;0;435
random_rev;----5-362---1--------6--9-5----8-54-6--5------9----2--2--3-5--1--3-9-7----5--64--;92;20,561721999999918;34;0;58
random_rev;1--7-6-8---5-----3--2---9---1-3-9-6-----1-----5---8------8----9-8----24---95736--;824;3,23709000000008;400;0;424
random_rev;--8-----3--5-1--96---9--2--9-3----471-----53---6-4--2--8--6----4-9-----5--2---1--;742;23,419992999999977;359;0;383
random_rev;---------5-4----1--631-954----4-7-39-31--2-----79--------6---53-------96-82------;264;1,015683000000081;120;0;144
random_rev;7--3-8---5---9---3-----194--8---2--5-1--6---9-------7-6------988-5---3-7-----5--2;320;1,212358000000222;148;0;172
random_rev;----18----3---2---2-5---4-6-7-8----3-62----1----6--9---8---3--7---1---4--93--5--2;30;0,25944499999968684;3;0;27
random_rev;--7--------1----4--6--3-9---------235--2-14-667--------83-2-6-4---1-----1-6----58;1378;5,063254000000143;677;0;701
random_rev;9-4-5---65----7--9---3--5-2---9-2--5--38-6--4---------7-249----------471-----5---;818;3,228364000000056;397;0;421
random_rev;--------4-9----7-------8-151-89-7--6--568-32---6-2------1------3--1--2----4---59-;3606;18,72573599999987;1791;0;1815
random_rev;------42------3-956-7------5-41----------8--2981--2--7---49-6-8-1--------5--7-3--;1830;7,069148999999925;903;0;927
random_rev;---6-3--2-----1---6-7-4--5----------2-47--8----9----6796-------7--9-82414-------8;6502;24,369292000000314;3239;0;3263
random_rev;-----7--2--91-6-37-----4---6---------2--7--19-15--96---5---------7-3-1--26--8--4-;2848;14,203309999999874;1412;0;1436
random_rev;---7--42--9---4--5----2--1924--1---86-5------1------93---48--3-----5----7-8---5--;114;0,4916690000000017;45;0;69
random_rev;-4--13-8--6-------------2-19--87--3---------2-736---9-----5-47-8-----1---1-49-3--;942;3,385142000000087;459;0;483
random_rev;---6---8--75-------213--5----2--8-3----2-5-----9-1---7--6--2--4----6--2324----8--;138;0,5662849999998798;57;0;81
random_rev;27-6--5-4-9--2---3-----------3------48-5----7-----2--161--7-3--8---36-1--5----8--;32;0,31300599999985934;4;0;28
random_rev;---1--6--------8---7--43-95------3-9-91--5----47----6--84-9-5---56-----------891-;1048;5,348250000000007;512;0;536
random_rev;-7--9-2---6-52-------------5---7-4--2--15---------9--34----7-5--28-4-9----983---7;1298;5,606882999999925;637;0;661
random_rev;----6---12-1-3-54--7-5-9----537-----------6-----1-573---6-----48-----1-5---3--8--;1386;25,151049000000057;681;0;705
random_rev;89----1-7-2-----68----94------------6-----2--4---6-58--8-3-6--92---4--5-3--1-5---;3134;11,62925099999984;1555;0;1579
random_rev;--3--2-646--9-------5---23-8---------194----8----5--2-----1----4--32--8-3--6-7--1;720;3,4471620000003895;348;0;372
random_rev;-17--2-6--64--8-3---8--4-----98---------6-5-9-5---1--3976-------------27---4--1--;834;3,251929999999902;405;0;429
random_rev;--7--5-3-34--------5--3-8---------9-72-------6--48-5---826-3------2----4-3--7--12;1024;3,7236399999997047;500;0;524
random_rev;---371---6-9-----21--6-------1---53-57-9438--8----5-9-----9-6----5-----1---7-----;152;0,6810559999998986;64;0;88
random_rev;---8--4-5---1------1-7--3-6----6--8-62---5--9-9-31---77--64---89--5-----------2--;766;2,8880189999999857;371;0;395
random_rev;29----3-5783-4--2----------31---27-9-----4------8-------1----765-96-------6-9-2--;3090;11,483648999999787;1533;0;1557
random_rev;------5-6----3---16-12-8---9-4-8--1---6---2-885-7-3----9-----3---5-4---7-----9---;6930;26,74867499999982;3453;0;3477
random_rev;7-----5-813--45-9-8------4--6---------4--2---5-----9-63-9--6-------236-----7--1-4;848;3,392391999999745;412;0;436
random_rev;----36---3-6--8-----94--7----1----9----9----8---32-4--45----6------42-5-68-1----3;630;2,721436999999696;303;0;327
random_rev;----5--8-----7--9-386-9---2-6-8--73---51-9-26------9------------54-8-------9-5--1;1204;4,467240000000402;590;0;614
random_rev;-2--------5-4-7---67--5----2936--47-------251-8---4-----53---1------26-------9--7;486;1,8365140000000792;231;0;255
random_rev;-3----1--6--27------------8-7-----5-2-5--9--34----17-9--14----2------4---4-65-3-1;1924;7,132825000000139;950;0;974
random_rev;9--3-86-7---5---------2--1--27--1----6--5-98-----------3----8--184-9-----5-6-7--1;654;7,944989000000078;315;0;339
random_rev;-8-----2--51-9------7-----8-------3--16--49----3-897-2----7-14---5-2----6--8-3---;36;0,5491700000002311;6;0;30
random_rev;-5-89-67---6-4----7-----2-53-9--------------46----59-1-------3-5--1----6--4-2-5-8;1646;6,2969490000000405;811;0;835
random_rev;--35---------9---62--8--4-------8-6-1---23-7--9----8----67--58-4-5--61--8--4-----;5984;22,760279000000082;2980;0;3004
